Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_seconds,time_signature,Class
24.0,0.549,0.401,1.0,-12.696,1,0.0289,0.499,4.1e-5,0.186,0.422,78.062,223.132,4,9
57.0,0.615,0.798,10.0,-4.163,0,0.0815,0.0188,0.0081,0.0995,0.753,88.465,181.133,4,10
40.0,0.691,0.748,10.0,-8.414,0,0.109,0.0217,0.25,0.134,0.908,82.861,155.28,4,10
29.4,0.463,0.459,2.0,-9.7458211123624,1,0.06732,0.0134,0.3916,0.18194,0.144,159.541,263.0228,4,10
62.0,0.44,0.719,8.0,-6.645,0,0.0445,0.0217,5.09e-6,0.0663,0.523,111.398,196.77700000000002,4,10
44.0,0.546,0.59,7.0,-5.37,0,0.0564,0.902,0.00298,0.0754,0.628,105.204,176.0,4,9
7.0,0.575,0.645,7.0,-6.421,1,0.0348,0.204,0.00013,0.194,0.166,123.955,339.48199997999996,3,Other
62.4,0.463,0.926,7.0,-5.1025927044255965,1,0.050420000000000006,0.0555,0.00425648,0.478,0.437,91.197,284.987,4,1
45.4,0.802,0.183,8.0,-14.7360514784872,1,0.07332000000000001,0.809,0.02020022,0.109,0.664,91.078,183.338,4,9
33.0,0.634,0.78,1.0,-6.707215931199999,1,0.057120000000000004,0.154,0.17886708,0.0505,0.318,140.117,236.571,4,5
49.0,0.726,0.385,9.0,-9.047,0,0.121,0.516,0.000924,0.332,0.713,101.704,244.501,4,2
32.0,0.508,0.373,4.0,-11.822,1,0.0265,0.86,8.0e-5,0.149,0.768,84.121,158.373,4,10
37.0,0.326,0.545,9.0,-8.82,1,0.032,0.724,0.735,0.15,0.902,173.29,330.40000000000003,3,2
43.0,0.508,0.855,4.0,-7.552,1,0.0619,0.000602,0.039,0.389,0.631,153.916,204.032,4,8
40.8,0.933,0.448,8.0,-9.879597653555198,0,0.05394,0.0253,0.1594806,0.104,0.737,103.981,167.35,4,9
54.0,0.679,0.367,4.0,-6.946,1,0.0534,0.857,0.0181,0.103,0.406,148.959,189.64000000000001,4,2
35.0,0.25,0.976,5.0,-5.978,0,0.0508,5.25e-6,0.77,0.238,0.737,161.61,257.693,4,8
33.0,0.536,0.288,10.0,-9.212,1,0.0289,0.956,4.28e-5,0.112,0.119,115.725,186.0,4,Other
37.2,0.506,0.701,5.0,-7.4150060716456,0,0.06146,0.000691,0.174408,0.125,0.174,152.972,171.0,4,10
44.4,0.305,0.658,4.0,-7.786381680707196,0,0.054220000000000004,0.252,0.25422665999999994,0.243,0.24,80.718,182.117,4,2
40.6,0.877,0.809,1.0,-6.427846557642399,1,0.04648,0.0385,0.30373676,0.16056,0.581,137.063,294.184,4,5
42.2,0.777,0.815,1.0,-6.368165212900001,1,0.0379,0.0598,0.0018292400000000004,0.0768,0.495,101.984,137.034,4,5
44.6,0.455,0.812,2.0,-6.3980933488767935,1,0.05978,0.00829,0.0127826,0.1679,0.378,134.049,205.53060000000002,4,10
19.0,0.642,0.516,11.0,-7.804,1,0.0458,0.36,0.399,0.0835,0.695,83.442,222.235,4,6
72.0,0.541,0.41,1.0,-6.816,1,0.0411,0.0434,1.81e-6,0.0884,0.298,130.152,164.203,5,9
33.6,0.571,0.695,11.0,-7.466963803299999,1,0.042620000000000005,0.373,0.11777394199999999,0.133,0.304,100.648,100.572,4,1
38.4,0.897,0.513,10.0,-9.139915064663198,0,0.08049999999999999,0.571,0.255174346,0.101,0.692,139.935,137.744,4,9
49.0,0.176,0.974,2.0,-3.312,1,0.0798,0.00126,5.3e-5,0.681,0.102,146.393,278.16,4,10
50.6,0.685,0.718,6.0,-7.266990971459201,0,0.0396,0.0281,0.002294186,0.27,0.813,93.304,254.627,4,5
35.4,0.609,0.143,8.0,-15.8334096361192,1,0.03968,0.893,0.19029400000000002,0.156,0.189,87.153,176.3200002,4,Other
56.0,0.525,0.286,2.0,-15.92,1,0.0347,0.879,0.00799,0.334,0.574,78.945,264.007,4,6
66.0,0.495,0.653,7.0,-6.769,0,0.0361,0.217,0.000458,0.334,0.571,80.897,272.947,4,10
34.6,0.714,0.8,11.0,-6.516095199999999,0,0.051559999999999995,0.127,0.11309044000000001,0.359,0.589,134.002,211.56,4,9
46.2,0.702,0.764,1.0,-6.855776818086401,1,0.03658,0.12,0.000307,0.146,0.471,85.991,153.508,4,5
62.0,0.607,0.294,5.0,-11.836,1,0.0764,0.778,0.162,0.106,0.192,76.083,303.973,4,6
49.6,0.568,0.761,4.0,-6.883255870333601,1,0.06418,0.452,0.163130504,0.217,0.789,163.974,237.73300002,4,Other
25.2,0.536,0.638,9.0,-7.960042314563198,1,0.037720000000000004,0.72,0.01090698,0.353,0.405,110.405,158.93299998,4,Other
45.2,0.312,0.681,8.0,-7.587871244029597,1,0.04104,0.00133,0.01275364,0.121,0.222,179.964,236.04,4,9
51.2,0.756,0.768,2.0,-6.818961325619197,1,0.04638,0.735,0.020382478000000002,0.15228000000000003,0.783,118.208,214.24120000000002,4,10
42.6,0.158,0.893,2.0,-5.5159956385192,1,0.11162000000000001,0.00782,0.013212480000000002,0.2474,0.607,170.233,200.6296,4,6
42.0,0.634,0.637,2.0,-7.434,1,0.0331,0.108,9.65e-5,0.356,0.787,137.992,229.12300000000002,4,6
52.0,0.814,0.874,6.0,-5.316,1,0.0425,0.000222,0.522,0.276,0.434,123.992,161.041,4,1
22.0,0.437,0.916,1.0,-5.231739218137591,0,0.08399999999999999,2.37e-5,0.0019215999999999997,0.306,0.255,99.995,394.57800000000003,4,8
40.0,0.684,0.417,2.0,-14.849,1,0.0502,0.0994,3.69e-5,0.0789,0.743,82.837,174.22699998,4,Other
39.4,0.566,0.872,2.0,-5.7611634085888035,1,0.07427999999999998,0.00509,0.014259281999999995,0.22112000000000004,0.704,107.982,235.85320000000002,4,1
30.0,0.53,0.561,9.0,-8.659037267773599,0,0.0753,0.0199,0.0794,0.349,0.754,123.59,348.717,4,10
25.0,0.509,0.407,7.0,-9.063,1,0.0332,0.0582,1.25e-5,0.121,0.0411,115.847,429.742,3,6
48.0,0.461,0.467,2.0,-9.650896134992799,1,0.08222,0.00766,0.013574639999999999,0.12179999999999999,0.167,74.686,212.63379999999998,4,5
45.2,0.884,0.679,10.0,-7.6051230990184,0,0.06834,0.0957,0.00209,0.0289,0.591,76.993,238.467,4,5
50.2,0.775,0.55,9.0,-8.765323449999999,1,0.07252,0.183,0.107080408,0.0434,0.72,109.952,122.333,4,6
66.0,0.55,0.618,7.0,-9.822,1,0.0307,0.0564,2.62e-5,0.0937,0.429,78.61,335.24,4,10
72.0,0.468,0.769,4.0,-7.036,1,0.041,0.00014,0.00124,0.271,0.17,104.102,270.92,4,8
58.0,0.635,0.909,1.0,-4.796,0,0.0553,0.00384,0.0852,0.239,0.639,110.005,190.448,4,6
36.2,0.345,0.0562,5.0,-18.64603159475928,0,0.041639999999999996,0.979,0.32545799999999997,0.108,0.0503,86.078,177.187,4,1
38.2,0.446,0.964,10.0,-4.578038132646398,0,0.0772,0.000906,0.184040596,0.131,0.308,164.009,210.987,4,10
39.6,0.53,0.593,5.0,-8.360455513559199,1,0.049879999999999994,0.385,0.000574184,0.314,0.538,125.723,158.53699980000002,4,9
36.2,0.202,0.665,2.0,-7.725901660899997,1,0.06165999999999999,2.8e-6,0.047266920000000004,0.24782,0.36,88.925,132.65926013333342,4,10
45.0,0.271,0.863,8.0,-5.862376863383197,1,0.09362000000000001,0.00106,0.0052264,0.344,0.523,149.725,165.814,4,10
52.0,0.74,0.696,7.0,-9.447,1,0.0298,0.524,3.12e-5,0.0752,0.426,103.04,195.6,4,1
63.0,0.286,0.907,7.0,-9.67,1,0.0374,0.000277,0.202,0.0837,0.746,156.395,417.8,4,6
51.0,0.529,0.455,2.0,-9.7940230897,1,0.037540000000000004,0.0424,0.19285800000000003,0.20460000000000003,0.318,138.678,321.94340000000005,4,1
29.0,0.471,0.732,4.0,-6.493,0,0.0517,0.059,7.89e-5,0.469,0.0569,119.991,257.037,4,10
75.0,0.653,0.964,9.0,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,209.267,4,10
15.0,0.821,0.645,11.0,-5.385,0,0.0515,0.0473,2.11e-6,0.0858,0.328,117.001,155.897,4,9
35.4,0.784,0.539,7.0,-8.873787617706396,0,0.06406,0.0818,0.16111756800000002,0.106,0.576,149.059,202.56,4,5
44.2,0.568,0.818,9.0,-6.338058291779198,1,0.03962,0.00298,0.0037738940000000007,0.0805,0.376,143.114,198.84,4,10
21.0,0.504,0.441,8.0,-10.01,1,0.21,0.066,0.00897,0.0873,0.602,80.012,250.0,3,6
41.0,0.818,0.71,10.0,-5.716,1,0.0472,0.0753,0.0239,0.0581,0.791,145.97,216.54700002,4,9
57.0,0.569,0.864,5.0,-5.697,1,0.0862,0.0614,0.00955,0.353,0.318,90.08,248.3869998,4,10
43.0,0.528,0.929,4.0,-3.346,0,0.051,0.0102,0.00166,0.334,0.653,102.994,158.465,4,10
43.0,0.181,0.949,11.0,-4.489,0,0.131,2.68e-6,0.672,0.181,0.0698,112.361,285.726,3,8
48.6,0.75,0.751,9.0,-6.9740846874856,1,0.062380000000000005,0.239,0.000111354,0.39,0.913,92.02,212.02699998000003,4,9
36.6,0.472,0.671,4.0,-7.674124651261597,1,0.03354,0.0129,0.13801352,0.159,0.0681,82.952,232.8,4,9
50.0,0.629,0.696,2.0,-7.458311811481602,0,0.06720000000000001,0.52,0.1006,0.134,0.752,144.322,188.19400000000002,4,5
59.0,0.66,0.698,11.0,-4.722,0,0.0302,1.92e-5,0.166,0.0517,0.511,123.005,214.6,4,6
53.0,0.709,0.517,7.0,-8.077,1,0.0335,0.277,0.118,0.484,0.429,105.369,132.0,4,6
42.6,0.49,0.883,4.0,-5.634366547127197,0,0.07427999999999998,0.0121,0.13188,0.0635,0.684,155.832,227.707,4,9
45.0,0.682,0.78,7.0,-9.948,1,0.0538,0.0114,0.735,0.0862,0.317,115.564,319.76,4,6
47.0,0.596,0.14,2.0,-15.920509806399998,1,0.06717999999999999,0.851,0.00737974,0.11452,0.431,80.955,206.8395933766666,4,2
52.0,0.507,0.723,2.0,-5.577,0,0.0288,8.83e-5,0.000189,0.0852,0.188,140.032,258.613,4,10
41.0,0.688,0.819,1.0,-8.827,1,0.0775,0.111,5.16e-5,0.101,0.688,89.985,292.173,4,5
9.0,0.478,0.651,2.0,-5.559,0,0.0621,0.29,7.72e-5,0.49,0.577,93.191,218.07,4,Other
47.2,0.595,0.696,4.0,-7.458311811481602,1,0.07680000000000001,0.0492,0.17088420799999998,0.12,0.725,131.561,216.88,4,6
60.0,0.421,0.257,9.0,-15.478,1,0.0893,0.842,1.07e-6,0.529,0.56,89.787,196.733,4,10
34.0,0.775,0.863,9.0,-8.604,1,0.0384,0.102,0.644,0.168,0.915,95.01,338.398,5,6
31.6,0.531,0.8,8.0,-6.516095199999999,1,0.07372,0.751,0.006261927999999998,0.175,0.617,96.795,352.63999998,4,Other
42.6,0.498,0.858,8.0,-5.917664567747197,1,0.04778,0.0299,0.08221651399999999,0.106,0.437,151.698,215.30700000000002,4,8
62.0,0.264,0.285,1.0,-15.208,1,0.0385,0.892,0.000471,0.344,0.0776,84.825,240.671,4,10
54.8,0.323,0.982,9.0,-4.3093028475807955,0,0.053759999999999995,0.706,0.000318646,0.13206,0.365,95.517,110.093,4,6
40.2,0.406,0.846,11.0,-6.0477361338016,0,0.06949999999999999,0.264,0.10462094400000002,0.31579999999999997,0.55,180.064,260.75820000000004,4,Other
39.8,0.393,0.552,8.0,-8.745842263244796,1,0.04548,0.544,0.14024142,0.101,0.217,147.515,259.8,4,Other
43.2,0.791,0.262,6.0,-12.891137236316798,0,0.03996,0.631,0.11520142,0.0646,0.378,105.483,286.0,3,10
32.8,0.475,0.776,2.0,-6.744690026905602,1,0.11952,0.000715,0.2058984,0.2314,0.561,165.088,206.44,4,10
43.0,0.599,0.125,10.0,-14.472,0,0.0557,0.93,1.57e-6,0.0811,0.405,120.392,221.379,4,2
49.0,0.495,0.291,9.0,-12.3102502926376,1,0.0293,0.562,0.452,0.1,0.52,79.059,279.827,4,10
47.4,0.234,0.795,7.0,-6.564495295299997,1,0.038040000000000004,2.94e-5,0.164335238,0.127,0.66,109.676,158.375,4,10
58.2,0.543,0.968,7.0,-4.519500862259207,1,0.05092,0.000189,0.005432691999999999,0.10662,0.495,100.984,209.06820000000002,4,10
6.0,0.453,0.322,8.0,-13.662,0,0.0296,0.291,0.684,0.0819,0.741,81.692,183.22699998000002,4,Other
43.0,0.286,0.0439,5.0,-19.096404295719726,1,0.042,0.925,0.551,0.147,0.0932,152.867,389.21299997999995,3,Other
49.8,0.415,0.257,2.0,-12.996220843760797,1,0.033139999999999996,0.902,0.12931786,0.12919999999999998,0.265,120.927,127.3136005766666,3,Other
52.0,0.621,0.766,1.0,-1.73,0,0.0392,0.433,9.2e-6,0.323,0.612,138.974,153.784,4,9
59.0,0.575,0.666,5.0,-5.425,1,0.0301,0.206,0.341,0.0852,0.546,88.311,226.187,4,10
29.6,0.566,0.579,7.0,-8.489315148138399,0,0.04904000000000001,0.3,0.122746,0.134,0.56,139.753,202.577,4,10
37.6,0.745,0.504,3.0,-9.235576229478399,0,0.09226,0.0162,0.00122,0.432,0.434,114.901,248.76500000000001,4,5
44.0,0.596,0.405,2.0,-10.497,1,0.0313,0.643,0.000289,0.205,0.812,88.593,174.568,4,2
48.8,0.774,0.11,7.0,-16.8300568036,1,0.0351,0.869,0.3482,0.16694,0.383,111.887,76.23792803,4,2
41.0,0.147,0.888,5.0,-6.105,0,0.0926,5.18e-5,0.0289,0.366,0.203,161.293,413.829,3,8
38.0,0.483,0.692,11.0,-9.995,0,0.0363,0.102,1.21e-5,0.102,0.935,89.05,208.493,4,2
82.0,0.681,0.174,1.0,-8.745,1,0.0315,0.837,3.35e-5,0.0983,0.231,112.672,260.285,4,9
44.0,0.845,0.744,11.0,-4.238,1,0.0636,0.0653,0.00017,0.11,0.467,109.999,174.54500000000002,4,9
49.4,0.748,0.939,11.0,-4.9293399268263975,0,0.03643999999999999,0.0534,0.033970600000000004,0.16442,0.96,104.001,235.2568,4,9
36.6,0.255,0.403,2.0,-10.4699493487912,1,0.05684,0.567,0.1675462,0.12209999999999999,0.621,157.656,194.5614,4,Other
48.4,0.285,0.846,2.0,-6.0477361338016,1,0.05500000000000001,0.0404,0.026950976000000005,0.182,0.287,108.808,318.22700000000003,4,10
57.0,0.511,0.696,6.0,-5.157,0,0.0421,0.0272,0.000249,0.0875,0.788,164.614,179.24,4,10
47.0,0.484,0.282,6.0,-8.644,1,0.0351,0.405,0.00246,0.124,0.281,179.836,266.86400000000003,4,6
51.0,0.506,0.68,2.0,-5.639,0,0.0406,0.452,3.29e-6,0.278,0.631,89.786,189.333,4,1
3.0,0.412,0.492,5.0,-7.991,1,0.0991,0.874,2.06e-6,0.115,0.969,81.305,169.06699998,4,Other
53.0,0.577,0.92,2.0,-5.180500172799999,1,0.07956,0.0123,0.306601176,0.20600000000000002,0.226,119.967,256.895,4,6
46.0,0.721,0.62,9.0,-9.775,1,0.0326,0.379,4.31e-5,0.344,0.644,118.696,172.827,4,2
43.0,0.52,0.982,7.0,-3.855,0,0.0502,0.00134,0.0265,0.12,0.723,150.944,186.137,4,8
41.8,0.56,0.849,6.0,-6.015555862794399,0,0.05754,0.0402,0.0011178959999999997,0.408,0.541,92.319,177.274,4,10
30.0,0.433,0.947,8.0,-12.672,0,0.0781,0.00549,0.0257,0.383,0.251,99.824,257.66700000000003,4,8
47.0,0.519,0.702,9.0,-7.125,1,0.0289,0.218,0.00119,0.137,0.366,97.042,207.522,4,10
55.2,0.644,0.939,11.0,-4.9293399268263975,0,0.06298000000000001,0.157,0.006593404,0.233,0.861,106.031,208.107,4,8
49.0,0.416,0.466,9.0,-8.718,1,0.0363,0.00406,0.0511,0.12,0.357,119.085,329.627,4,8
41.4,0.213,0.957,3.0,-4.678899386000797,1,0.12364,0.00156,0.04987108,0.394,0.157,196.118,242.08,3,8
56.0,0.568,0.871,1.0,-5.235,1,0.0494,0.00177,0.000406,0.36,0.693,133.064,197.933,4,10
51.0,0.406,0.945,2.0,-2.278,0,0.0673,4.95e-5,0.000166,0.233,0.178,92.464,275.746,4,8
73.0,0.255,0.393,5.0,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,229.12,4,6
31.4,0.443,0.401,5.0,-10.497924140605598,1,0.05118,0.263,0.121644214,0.168,0.751,168.209,182.58700000000002,3,10
54.0,0.563,0.542,9.0,-10.862,1,0.0962,0.706,3.59e-5,0.355,0.785,133.285,181.0,4,2
36.6,0.736,0.564,8.0,-8.630403119526399,1,0.05278000000000001,0.072,0.050610697999999996,0.227,0.713,117.824,242.70600000000002,4,2
69.0,0.508,0.33,4.0,-14.071,1,0.0265,0.259,0.154,0.114,0.101,96.818,286.293,4,8
26.0,0.324,0.832,2.0,-5.95,1,0.0765,7.05e-5,0.0141,0.281,0.372,130.044,155.846,4,6
83.0,0.617,0.635,11.0,-6.769,0,0.0317,0.0498,1.44e-5,0.164,0.446,103.019,247.16,4,9
53.6,0.453,0.562,5.0,-8.649476314076797,0,0.065,0.137,0.03690637399999999,0.17187999999999998,0.463,156.654,184.164797866666,4,2
27.0,0.191,0.91,7.0,-8.936,1,0.0476,1.52e-5,0.0488,0.131,0.136,174.929,220.35500000000002,4,10
54.0,0.468,0.484,1.0,-9.455434601382402,0,0.03632,0.438,0.0341,0.161,0.37,89.944,171.568,4,9
30.0,0.577,0.853,8.0,-5.972302043831196,1,0.05618000000000001,0.000216,0.19795029999999997,0.189,0.805,125.64,183.065,4,10
47.4,0.352,0.911,1.0,-5.295017424253597,1,0.06802,0.00121,0.15887210000000002,0.0995,0.236,148.033,222.973,4,6
19.0,0.665,0.805,4.0,-5.754,1,0.0539,0.0366,0.449,0.445,0.417,135.065,179.20000000000002,4,6
39.6,0.858,0.737,3.0,-7.099476029936801,0,0.04492,0.414,0.009178252,0.0797,0.796,144.974,175.448,4,5
35.8,0.41,0.763,4.0,-6.8649488894631965,1,0.10657999999999998,0.274,1.36e-5,0.0553,0.649,172.295,284.333,4,10
62.0,0.565,0.97,7.0,-4.489982438800002,1,0.06872,0.00096,0.004946239999999999,0.19860000000000003,0.683,123.573,173.4834896,4,2
32.0,0.261,0.908,8.0,-5.222,1,0.15,2.0e-5,0.0228,0.144,0.252,154.029,199.107,4,6
56.4,0.546,0.754,6.0,-6.946955106678397,1,0.0415,0.00154,1.57e-5,0.136,0.187,118.266,303.213,4,10
29.0,0.82,0.645,9.0,-7.233,0,0.18,0.145,0.0377,0.316,0.667,97.039,155.138,4,5
74.0,0.353,0.898,2.0,-5.877,1,0.052,2.23e-5,0.105,0.39,0.525,103.293,255.733,4,8
45.2,0.803,0.941,10.0,-4.9021297681576,1,0.07646,5.18e-5,0.07093544,0.105,0.389,127.011,242.09,4,6
65.0,0.664,0.556,10.0,-7.713,1,0.0365,0.146,3.91e-6,0.113,0.494,75.049,221.26699998,4,Other
50.0,0.291,0.758,1.0,-12.103,1,0.0556,0.000918,6.84e-6,0.291,0.446,80.601,221.693,4,8
39.0,0.461,0.109,3.0,-16.8616071110824,1,0.0391,0.836,0.0202,0.103,0.132,118.379,266.56000002,5,Other
31.6,0.739,0.791,10.0,-6.602908383037601,0,0.10047999999999999,0.613,0.006264723999999999,0.13,0.675,96.998,170.88,4,5
38.8,0.614,0.869,9.0,-5.795148168810398,1,0.10196000000000001,0.203,0.009910719999999998,0.0903,0.506,82.021,194.838,4,Other
46.4,0.578,0.967,7.0,-4.5341974125928,1,0.04338,0.00111,0.12716384,0.16019999999999998,0.736,111.735,242.18560000000002,4,6
58.6,0.841,0.26,11.0,-12.9329922256,0,0.04109999999999999,0.686,0.00017168,0.155,0.658,114.162,208.1989998,4,Other
43.2,0.278,0.807,9.0,-6.447586753520795,1,0.06598,0.0125,0.040141064,0.22662,0.665,140.83,258.331,4,2
35.0,0.269,0.924,11.0,-4.446,1,0.0638,7.57e-5,0.638,0.0719,0.172,112.273,287.939,3,8
65.0,0.369,0.441,4.0,-11.879,1,0.0327,0.931,0.0199,0.105,0.218,128.968,241.64000000000001,3,6
29.8,0.53,0.108,9.0,-16.893238431347203,1,0.04714,0.993,0.038986200000000006,0.104,0.255,137.02,182.74999997999998,4,Other
35.2,0.772,0.761,1.0,-6.883255870333601,1,0.04364,0.0539,0.0829228,0.687,0.646,140.009,253.28300000000002,4,5
48.8,0.149,0.908,9.0,-5.3325802195071965,0,0.05910000000000001,1.71e-5,0.35702756,0.0713,0.147,143.237,471.28000000000003,3,8
49.0,0.468,0.988,7.0,-2.741,1,0.0844,0.000105,0.541,0.0982,0.117,140.95,187.026,4,10
46.6,0.203,0.717,11.0,-7.275738923792796,0,0.06626,0.00539,0.0060958,0.0864,0.461,175.923,345.66700002,4,9
32.4,0.572,0.348,2.0,-11.3000615988352,1,0.04688,0.438,0.010674063999999999,0.21308,0.34,73.303,247.5874,4,2
44.0,0.554,0.188,5.0,-11.739,1,0.0441,0.833,4.73e-6,0.118,0.273,131.481,225.317,4,9
26.0,0.516,0.737,10.0,-5.22,1,0.0992,0.0229,5.98e-6,0.375,0.602,133.217,168.293,4,2
58.0,0.496,0.914,2.0,-6.368,0,0.0351,0.0963,0.765,0.085,0.723,172.965,184.50900000000001,4,6
47.0,0.547,0.987,1.0,-1.789,1,0.0807,0.00262,0.00024,0.31,0.5,135.014,128.613,4,10
31.0,0.435,0.841,2.0,-6.332,1,0.0532,0.00019,0.146,0.191,0.481,160.099,312.45300000000003,4,8
42.8,0.593,0.691,11.0,-7.501546012957601,0,0.04908,0.0133,0.015682342000000002,0.27061999999999997,0.532,153.486,189.941,4,1
33.0,0.472,0.846,5.0,-9.164,0,0.0351,0.0527,0.0447,0.115,0.549,200.038,272.773,4,6
53.4,0.508,0.103,7.0,-17.0526152254312,0,0.03988,0.985,0.014256839999999998,0.108,0.12,120.027,144.15400002,4,Other
50.0,0.222,0.837,2.0,-6.49,1,0.0794,0.483,6.21e-5,0.367,0.594,200.342,214.893,4,10
35.2,0.702,0.596,4.0,-8.333158416601599,0,0.044899999999999995,0.716,0.14645864199999997,0.105,0.758,131.996,303.76,4,10
35.0,0.536,0.592,8.0,-9.145,1,0.0295,0.00118,0.0224,0.0907,0.0549,100.015,376.8,4,8
40.0,0.485,0.808,3.0,-6.437726087987199,0,0.08204,0.716,0.05724703999999999,0.613,0.732,64.934,378.18700002,4,Other
57.0,0.557,0.833,10.0,-4.559,1,0.0663,0.00226,3.25e-6,0.161,0.815,125.205,253.30700000000002,4,6
45.4,0.3,0.993,2.0,-4.138154442839202,1,0.08281999999999999,0.000534,0.000323,0.302,0.111,109.968,227.5,4,10
70.0,0.246,0.768,9.0,-7.48,1,0.0387,0.000631,0.301,0.102,0.35,169.873,212.733,4,10
63.6,0.529,0.88,11.0,-5.6692944831999945,0,0.07798000000000001,0.152,0.172414332,0.34819999999999995,0.603,103.231,241.6622,4,1
55.0,0.373,0.423,9.0,-11.642,1,0.0618,0.578,0.00115,0.16,0.527,187.477,152.53300002,3,Other
38.6,0.56,0.132,9.0,-16.1561570708608,0,0.0345,0.993,0.27047600000000005,0.112,0.23,88.071,239.886,4,Other
40.0,0.466,0.788,11.0,-6.6315451234432,0,0.07550000000000001,2.65e-5,0.05807203,0.12022,0.636,149.941,226.0842,4,6
41.8,0.902,0.669,1.0,-7.6913792878504,1,0.09087999999999999,0.161,0.064969906,0.0728,0.628,139.949,112.54699998,4,9
38.4,0.675,0.561,1.0,-8.659037267773599,0,0.045020000000000004,0.535,0.14708958,0.0921,0.12,131.957,231.5269998,4,9
39.4,0.458,0.481,2.0,-9.4893317710696,1,0.052779999999999994,0.814,0.179827684,0.13779999999999998,0.636,165.041,235.4834,4,2
63.0,0.39,0.629,1.0,-4.876,0,0.0469,0.0187,4.12e-5,0.0658,0.162,141.983,231.667,4,10
53.0,0.439,0.971,11.0,-5.855,0,0.177,0.0148,1.34e-5,0.255,0.24,118.369,163.88,4,10
62.0,0.536,0.608,9.0,-6.385,1,0.0295,0.299,0.00143,0.128,0.681,147.957,244.627,4,1
44.4,0.503,0.727,2.0,-7.187972027504799,1,0.07632000000000001,0.0487,0.00217126,0.1288,0.717,160.043,207.9204,4,9
59.0,0.458,0.0533,10.0,-18.751000126352505,0,0.0289,0.863,0.138,0.11,0.155,96.864,163.59100001999997,4,Other
54.0,0.16,0.949,7.0,-4.7917629544744,1,0.08738,2.17e-6,0.10405521,0.2816,0.0393,109.021,246.44520000000003,4,8
53.0,0.318,0.646,5.0,-7.15,0,0.0392,0.00521,0.172,0.0679,0.172,125.986,382.8,4,1
52.0,0.492,0.341,9.0,-11.4153854036776,0,0.055799999999999995,0.244,0.23370000000000002,0.3,0.385,149.9,193.915,3,2
32.0,0.271,0.575,11.0,-9.638,0,0.0291,0.00572,0.258,0.181,0.0867,110.849,382.947,3,8
43.8,0.603,0.933,1.0,-5.010072984887202,1,0.09386,0.00591,0.030187940000000003,0.206,0.709,96.306,213.76,4,10
48.2,0.49,0.516,2.0,-9.108452313817597,1,0.059399999999999994,0.12,0.094865,0.0654,0.383,156.671,240.81100002000002,4,Other
51.6,0.628,0.877,2.0,-5.7039600455848,1,0.03604,0.0155,0.1997494,0.16816,0.721,101.992,263.2,4,Other
62.0,0.508,0.323,1.0,-13.239,1,0.0347,0.714,1.93e-5,0.118,0.472,120.861,159.761,4,9
17.0,0.698,0.747,5.0,-5.364,1,0.0539,0.624,0.0977,0.281,0.864,125.795,254.24,4,2
56.0,0.422,0.919,2.0,-4.168,0,0.151,0.000245,0.000351,0.21,0.279,149.989,243.6,4,8
54.0,0.724,0.806,1.0,-6.4574286971296,0,0.038900000000000004,0.0541,0.04722238199999999,0.314,0.586,93.863,308.907,4,5
55.8,0.572,0.741,6.0,-7.0638414759976005,1,0.0321,0.00215,4.92e-6,0.16,0.367,125.993,213.333,4,9
44.2,0.791,0.565,5.0,-8.620890592899997,0,0.09854,0.0623,0.20640367199999998,0.156,0.181,99.961,156.347,4,9
48.6,0.42,0.573,8.0,-8.545349214455197,0,0.04588,0.54,0.0283,0.0911,0.236,138.003,278.68,5,1
42.0,0.601,0.257,7.0,-14.934,1,0.0593,0.928,0.0568,0.138,0.251,79.465,184.0,4,10
55.0,0.613,0.555,9.0,-9.801,1,0.072,0.58,1.64e-6,0.119,0.556,127.267,166.68,4,1
29.2,0.638,0.332,3.0,-11.5671118715008,0,0.06083999999999999,0.889,0.055369600000000005,0.142,0.205,120.214,203.77700000000002,4,9
46.8,0.774,0.801,7.0,-6.506362587325599,1,0.07033999999999999,0.0438,0.011467344,0.0419,0.835,141.014,210.20000000000002,4,10
34.0,0.761,0.465,4.0,-7.967,0,0.0347,0.534,0.331,0.129,0.652,114.004,230.53300000000002,4,2
51.2,0.472,0.993,7.0,-4.138154442839202,1,0.0954,0.000978,0.040300932,0.26686,0.215,94.969,225.9884,4,8
42.0,0.56,0.649,7.0,-4.801,1,0.0404,0.0191,1.33e-5,0.342,0.385,87.934,252.245,4,10
36.0,0.475,0.157,10.0,-15.4359422314408,1,0.0567,0.976,0.0348,0.0776,0.519,169.224,183.066,4,2
34.2,0.619,0.573,1.0,-8.545349214455197,1,0.06521999999999999,0.0352,0.022423718000000002,0.228,0.376,175.187,166.392,3,5
49.4,0.519,0.404,5.0,-10.4560205305984,1,0.03744,0.906,0.000155974,0.101,0.35,134.366,263.50699998000005,3,Other
37.6,0.604,0.808,4.0,-6.437726087987199,0,0.04518,0.0126,0.3346,0.14221999999999999,0.369,128.958,358.9786,4,1
83.0,0.574,0.913,6.0,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,208.4,4,10
