loudness;energy;acousticness
-8,798;0,407;0,057
-13,55;0,388;0,675
-9,116;0,439;0,0472
-12,229;0,627;0,00678
-3,873;0,978;0,000228
-11,501;0,329;0,99
-4,278;0,856;0,000146
-11,855;0,237;0,945
-4,019;0,81;0,00805
-6,5;0,795;0,0658
-5,384;0,964;0,00914
-13,604;0,17;0,963
-3,955;0,758;0,0247
-11,903;0,685;0,000507
-4,294;0,962;7,92e-6
-11,599;0,319;0,832
-8,137;0,733;0,0177
-8,854;0,506;0,3
-5,088;0,523;0,343
-5,371;0,929;4,51e-6
-6,437;0,722;0,173
-4,633;0,79;0,00279
-4,49;0,903;0,00075
-4,118;0,862;7,5e-6
-8,399;0,809;0,0908
-14,867;0,284;0,567
-7,453;0,453;0,626
-9,092;0,53;0,28
-3,923;0,948;0,141
-6,749;0,53;0,544
-8,616;0,677;0,732
-13,589;0,634;0,00437
-12,825;0,336;0,858
-2,924;0,936;0,043
-8,961;0,604;0,0478
-8,816;0,477;0,0558
-4,496;0,821;0,0276
-11,988;0,421;0,807
-13,138;0,348;0,48
-7,914;0,91;0,0338
-12,029;0,775;0,162
-6,023;0,828;0,00711
-5,417;0,958;0,000326
-5,874;0,823;0,00784
-14,818;0,136;0,987
-9,496;0,699;0,00674
-8,626;0,74;0,223
-6,087;0,634;0,216
-10,446;0,426;0,64
-4,802;0,935;0,000844
-7,01;0,96;0,00116
-5,418;0,658;0,0836
-4,646;0,987;0,000351
-6,05;0,913;0,02
-3,257;0,935;0,00145
-11,287;0,207;0,913
-7,004;0,973;0,000359
-7,848;0,824;0,000362
-6,366;0,995;3,52e-5
-7,994;0,426;0,031
-6,237;0,747;0,13
-7,345;0,802;0,000645
-2,207;0,966;0,00783
-8,429;0,836;0,713
-5,511;0,668;0,0438
-7,631;0,633;0,0847
-3,956;0,846;0,0754
-4,575;0,689;0,0204
-9,737;0,407;0,00317
-7,713;0,732;0,00845
-12,436;0,455;0,142
-5,562;0,916;1,16e-6
-3,544;0,883;3,65e-5
-9,439;0,286;0,419
-7,537;0,57;0,648
-11,204;0,834;0,26
-5,75;0,839;0,000115
-8,172;0,622;0,7
-9,933;0,377;0,442
-3,179;0,993;5,81e-5
-7,271;0,583;0,272
-7,262;0,796;0,00107
-8,238;0,531;0,723
-7,952;0,471;0,652
-12,678;0,784;0,764
-5,682;0,618;0,18
-3,389;0,93;7,73e-6
-5,991;0,758;0,0267
-11,323;0,377;0,0398
-6,086;0,492;0,0194
-3,045;0,928;6,07e-5
-4,991;0,483;0,465
-3,712;0,897;0,0469
-4,627;0,906;0,000553
-6,091;0,679;0,075
-3,868;0,854;0,000336
-5,499;0,52;0,131
-6,354;0,883;0,000123
-4,503;0,79;0,567
-9,737;0,798;0,0849
-13,149;0,233;0,641
-3,687;0,961;1,01e-5
-7,888;0,745;0,42
-4,109;0,878;0,00315
-5,22;0,889;4,3e-5
-5,937;0,772;2,84e-5
-4,099;0,881;0,00134
-9,878;0,493;0,255
-7,828;0,423;0,565
-7,171;0,713;0,817
-7,154;0,813;0,0014
-7,298;0,621;0,543
-3,252;0,629;0,000223
-4,542;0,873;0,00022
-4,086;0,793;0,000218
-6,489;0,879;8,34e-5
-4,633;0,932;0,00234
-5,214;0,871;0,000337
-5,115;0,795;0,0417
-15,267;0,12;0,995
-12,718;0,431;0,615
-6,246;0,617;0,00207
-8,695;0,447;0,767
-10,328;0,407;0,887
-7,828;0,659;0,0839
-5,852;0,77;0,00596
-6,906;0,917;0,00166
-3,192;0,693;0,006
-6,789;0,82;0,0128
-11,58;0,338;0,486
-4,777;0,951;0,00733
-7,337;0,937;2,47e-5
-9,551;0,241;0,691
-6,003;0,948;4,8e-5
-3,674;0,856;0,000202
-6,945;0,68;0,485
-8,38;0,469;0,504
-5,61;0,883;0,209
-4,984;0,743;0,000569
-15,719;0,233;0,981
-8,158;0,698;0,0996
-3,55;0,978;0,174
-10,346;0,502;0,524
-6,327;0,956;0,00577
-4,64;0,604;0,446
-2,666;0,922;0,00475
-7,839;0,559;0,269
-6,941;0,873;0,00137
-5,377;0,792;0,508
-3,468;0,918;0,108
-5,11;0,887;6,64e-5
-5,326;0,729;0,122
-4,193;0,931;0,00068
-7,111;0,619;0,131
-3,509;0,925;3,5e-5
-6,514;0,748;0,212
-7,043;0,877;0,00357
-8,938;0,494;0,48
-9,033;0,632;0,861
-8,069;0,954;0,0235
-10,668;0,522;0,000499
-6,762;0,572;0,346
-7,464;0,902;0,462
-5,937;0,801;0,0117
-5,015;0,805;0,00468
-9,675;0,599;0,000294
-5,996;0,929;0,00218
-9,301;0,569;0,0571
-9,502;0,293;0,758
-10,551;0,465;0,809
-6,087;0,911;0,0443
-7,606;0,755;0,0624
-3,407;0,924;4,02e-5
-5,847;0,669;0,55
-8,582;0,341;0,726
-14,473;0,461;0,124
-4,448;0,941;6,8e-6
-5,13;0,826;0,00386
-5,449;0,684;0,00448
-8,324;0,825;0,00031
-8,325;0,53;0,442
-9,454;0,766;0,0492
-8,711;0,613;0,329
-5,846;0,71;0,0169
-5,083;0,977;0,00103
-8,594;0,596;0,132
-8,132;0,727;0,285
-4,234;0,947;0,000102
-9,339;0,454;0,0746
-7,393;0,587;0,0573
-6,95;0,909;3,0e-5
-4,757;0,892;0,000369
-3,727;0,921;0,0492
-3,415;0,926;0,0239
-7,39;0,839;0,459
-2,279;0,986;0,000967
-13,139;0,651;0,741
-6,618;0,801;0,152
-7,051;0,791;0,122
-5,882;0,916;0,000164
-8,547;0,293;0,91
-14,304;0,113;0,88
-5,082;0,977;0,000618
-3,974;0,833;0,000136
-8,008;0,704;0,000155
-9,165;0,586;0,189
-9,172;0,568;0,473
-5,697;0,864;0,0614
-7,081;0,437;0,144
-7,022;0,75;0,0542
-4,714;0,806;0,00499
-7,031;0,762;0,00945
-9,163;0,719;0,0222
-6,617;0,664;0,25
-8,6;0,553;0,406
-8,287;0,601;0,0353
-10,869;0,884;0,00378
-6,133;0,829;0,797
-4,851;0,596;0,117
-6,453;0,665;0,653
-7,952;0,745;0,0655
-5,511;0,792;9,67e-6
-10,955;0,35;0,791
-7,126;0,714;0,00382
-6,659;0,884;0,0127
-6,705;0,798;0,0599
-6,242;0,69;0,264
-11,487;0,324;0,761
-3,578;0,947;0,09
-8,762;0,952;0,0169
-8,365;0,752;0,0116
-5,716;0,621;0,00504
-8,673;0,657;0,362
-3,516;0,966;1,42e-5
-4,262;0,876;0,000996
-5,702;0,694;0,0425
-5,536;0,781;0,262
-3,532;0,968;0,0316
-8,467;0,471;0,237
-13,569;0,532;3,4e-5
-7,498;0,598;0,673
-10,927;0,467;0,981
-14,35;0,151;0,909
-3,396;0,914;0,179
-3,91;0,828;0,00175
-4,816;0,715;0,0043
-10,282;0,32;0,324
-4,219;0,988;5,6e-5
-11,116;0,422;0,608
-13,034;0,709;0,0255
-12,413;0,67;0,139
-5,669;0,865;4,77e-5
-10,498;0,536;0,664
-4,09;0,869;0,00164
-4,141;0,914;0,00126
-5,49;0,596;0,0262
-4,288;0,794;0,00051
-15,904;0,307;0,978
-4,677;0,756;0,116
-9,186;0,713;0,0919
-5,585;0,587;0,514
-5,016;0,868;0,057
-13,044;0,201;0,745
-5,185;0,722;0,0183
-4,247;0,954;3,39e-5
-2,591;0,98;0,000255
-4,995;0,973;8,69e-5
-8,662;0,902;0,000989
-9,028;0,447;0,865
-7,54;0,549;0,602
-12,795;0,822;0,031
-4,975;0,931;0,0174
-2,99;0,982;0,00171
-9,424;0,774;0,0135
-11,729;0,722;0,25
-5,959;0,957;0,000111
-5,8;0,756;0,0215
-6,368;0,938;0,0187
-10,354;0,58;0,628
-5,961;0,881;0,291
-8,541;0,527;0,391
-6,661;0,853;0,00731
-10,581;0,861;0,292
-7,365;0,692;0,126
-3,593;0,929;0,00167
-7,456;0,486;0,325
-5,822;0,76;0,0107
-12,453;0,335;0,575
-14,557;0,299;0,941
-7,414;0,582;0,00818
-11,197;0,33;0,334
-3,775;0,878;0,0032
-6,768;0,696;0,00384
-8,425;0,477;0,268
-8,193;0,608;0,0811
-6,167;0,697;0,618
-7,465;0,643;0,00866
-11,946;0,378;0,599
-4,792;0,932;2,31e-5
-3,352;0,879;0,0035
-5,205;0,918;0,015
-7,453;0,453;0,626
-5,65;0,703;0,00116
-4,608;0,937;0,000206
-6,053;0,787;0,000279
-10,12;0,374;0,219
-3,295;0,963;5,57e-5
-10,25;0,62;0,426
-3,978;0,867;0,00275
-6,456;0,648;0,00703
-9,874;0,944;4,16e-5
-10,39;0,616;0,0399
-2,593;0,971;0,000662
-11,903;0,811;0,000111
-6,493;0,806;0,027
-6,667;0,84;5,05e-5
-11,817;0,517;0,362
-6,042;0,735;0,00183
-8,382;0,869;0,0104
-5,965;0,69;0,0229
-2,066;0,901;0,0011
-6,947;0,806;0,0184
-13,012;0,881;0,000117
-6,563;0,967;1,79e-5
-5,308;0,888;0,0527
-3,526;0,837;0,00172
-5,893;0,658;0,00132
-9,625;0,753;0,142
-9,141;0,721;0,309
-9,635;0,885;0,000456
-5,492;0,804;0,00589
-10,964;0,53;0,00652
-5,824;0,771;0,000142
-6,527;0,797;0,687
-5,619;0,975;3,1e-5
-6,686;0,856;0,0277
-11,493;0,676;0,000391
-6,613;0,419;0,327
-3,237;0,913;0,000905
-5,353;0,647;0,0982
-11,548;0,678;0,103
-10,572;0,421;0,781
-7,453;0,467;0,948
-4,365;0,943;0,074
-9,172;0,568;0,473
-3,72;0,964;0,0467
-7,086;0,977;0,00147
-7,544;0,706;0,0493
-6,023;0,729;0,168
-6,935;0,814;3,38e-5
-12,527;0,383;0,655
-14,605;0,232;0,785
-5,232;0,849;0,3
-8,455;0,755;0,354
-10,14;0,359;0,814
-12,873;0,693;0,0968
-6,317;0,959;0,138
-10,696;0,399;0,902
-5,29;0,926;4,3e-5
-8,813;0,615;0,000838
-7,682;0,761;0,000962
-8,97;0,365;0,136
-6,76;0,93;0,000854
-5,687;0,703;0,368
-3,969;0,92;0,00145
-11,394;0,73;7,06e-5
-5,621;0,813;0,0386
-8,534;0,816;0,044
-7,632;0,704;0,626
-6,608;0,501;0,00159
-7,472;0,532;0,543
-13,093;0,493;0,0408
-4,751;0,919;0,0389
-5,88;0,709;0,396
-6,109;0,675;0,0504
-7,626;0,479;0,177
-10,072;0,569;0,0861
-3,209;0,873;0,00484
-2,084;0,891;0,154
-6,984;0,966;0,248
-5,653;0,905;0,00172
-5,55;0,955;0,000194
-12,697;0,28;0,929
-7,227;0,523;0,00536
-8,601;0,311;0,871
-3,798;0,975;0,000105
-6,668;0,695;0,0113
-5,298;0,741;0,0228
-8,334;0,608;0,434
-5,059;0,923;0,143
-7,166;0,565;0,0146
-5,249;0,954;0,000135
-5,629;0,54;0,0542
-5,005;0,923;0,011
-6,696;0,805;1,3e-5
-6,418;0,822;0,000719
-13,131;0,326;0,347
-11,515;0,132;0,753
-8,257;0,823;0,0202
-6,308;0,65;0,182
-3,582;0,905;0,00396
-5,992;0,667;0,0308
-5,164;0,752;0,11
-5,131;0,921;0,00133
-4,748;0,905;0,00122
-8,574;0,746;0,0601
-12,814;0,372;0,166
-7,554;0,465;0,764
-9,295;0,542;0,0178
-9,251;0,756;0,0371
-5,802;0,856;0,0778
-4,024;0,901;0,00045
-6,235;0,96;0,0281
-7,428;0,614;0,0161
-9,616;0,448;0,365
-4,003;0,884;0,00979
-3,605;0,933;2,55e-5
-11,889;0,874;0,000416
-5,369;0,697;0,0148
-14,387;0,316;0,883
-15,845;0,171;0,817
-12,526;0,602;0,496
-7,573;0,653;0,507
-4,361;0,79;0,00604
-8,702;0,667;0,0756
-6,955;0,933;0,129
-13,06;0,0934;0,937
-9,677;0,314;0,912
-14,346;0,372;0,87
-4,506;0,725;0,0121
-8,793;0,58;0,603
-4,307;0,731;0,0731
-1,159;0,864;0,0133
-4,641;0,846;8,29e-5
-8,81;0,533;0,119
-3,21;0,975;0,000558
-6,827;0,909;0,000347
-8,92;0,421;0,387
-8,314;0,647;0,255
-8,632;0,467;0,939
-4,563;0,709;0,00124
-4,765;0,77;0,00138
-6,223;0,938;0,00254
-2,349;0,957;0,0501
-8,124;0,818;0,135
-6,617;0,428;0,0396
-6,636;0,825;0,0504
-7,778;0,708;0,613
-4,455;0,937;0,000383
-6,222;0,771;0,535
-4,353;0,961;0,000288
-7,297;0,532;0,0392
-4,544;0,93;0,0309
-5,791;0,901;0,247
-8,139;0,824;0,00726
-6,059;0,778;0,000301
-5,994;0,711;0,00496
-8,501;0,857;0,123
-6,407;0,583;0,105
-10,085;0,526;0,279
-7,525;0,584;0,141
-5,522;0,5;0,979
-7,057;0,698;0,0958
-3,131;0,844;0,25
-9,68;0,338;0,658
-3,326;0,977;0,000118
-8,459;0,326;0,951
-7,227;0,874;0,021
-6,868;0,69;0,212
-9,563;0,738;0,0315
-6,353;0,862;0,000625
-5,338;0,979;0,00244
-8,917;0,634;0,535
-3,1;0,766;0,00224
-6,501;0,838;0,0327
-4,874;0,771;0,00048
-5,357;0,946;0,00957
-6,171;0,98;0,0118
-8,383;0,625;0,285
-10,879;0,475;0,00292
-7,374;0,823;0,00173
-8,057;0,63;0,387
-12,226;0,585;0,000604
-11,136;0,345;0,934
-4,556;0,791;0,136
-9,69;0,37;0,245
-5,453;0,798;0,000129
-7,39;0,751;0,00252
-8,379;0,717;0,0561
-6,47;0,611;0,374
-6,602;0,958;5,33e-6
-7,583;0,869;0,00127
-4,651;0,941;0,0027
-9,793;0,516;0,452
-3,835;0,897;0,00161
-5,328;0,643;9,6e-5
-7,548;0,863;0,00198
-8,924;0,338;0,777
-5,456;0,727;0,0159
-8,875;0,486;0,102
-4,888;0,676;0,301
-7,305;0,806;0,000188
-13,12;0,318;0,968
-10,147;0,316;0,635
-8,535;0,668;0,00756
-11,688;0,407;0,608
-6,693;0,937;0,00368
-7,375;0,726;0,0141
-8,489;0,514;0,00972
-7,227;0,523;0,00536
-7,615;0,553;0,02
-8,124;0,818;0,135
-11,13;0,581;0,00579
-11,625;0,682;0,0112
-8,896;0,522;0,000191
-5,05;0,936;8,84e-5
-7,93;0,456;0,38
-6,416;0,696;0,000352
-5,725;0,975;0,023
-15,042;0,282;0,843
-6,229;0,851;0,00143
-11,312;0,275;0,869
-8,466;0,652;0,124
-6,015;0,727;0,282
-3,822;0,84;0,0278
-5,618;0,739;0,00379
-2,985;0,973;0,000733
-4,581;0,875;2,32e-5
-8,948;0,811;0,00159
-6,9;0,525;0,44
-6,342;0,654;0,000559
-4,967;0,714;0,0197
-9,41;0,715;0,088
-6,145;0,706;0,237
-8,158;0,636;0,0563
-8,002;0,558;0,814
-3,915;0,958;0,000413
-3,241;0,914;0,000558
-8,886;0,677;0,00855
-7,572;0,878;0,000586
-5,826;0,785;0,263
-7,873;0,524;0,0941
-10,61;0,117;0,969
-2,356;0,931;0,000998
-6,602;0,849;0,636
-4,196;0,886;0,000595
-5,663;0,921;1,37e-5
-8,609;0,386;0,624
-7,09;0,874;0,00185
-10,249;0,907;0,364
-6,189;0,872;0,0206
-11,399;0,95;0,000109
-7,289;0,769;0,158
-4,657;0,933;0,00195
-5,23;0,778;0,38
-6,127;0,591;0,0444
-4,626;0,808;0,664
-4,884;0,788;0,417
-6,867;0,908;0,00194
-9,494;0,372;0,541
-9,297;0,584;0,825
-8,884;0,513;0,00778
-4,179;0,955;0,00194
-7,294;0,953;0,0328
-6,132;0,966;3,91e-5
-11,58;0,766;0,588
-6,9;0,525;0,44
-7,798;0,782;0,051
-5,862;0,628;0,00143
-7,291;0,786;0,00237
-7,353;0,902;7,03e-6
-13,44;0,0704;0,816
-5,311;0,721;0,522
-3,053;0,988;0,000887
-11,299;0,518;0,477
-5,335;0,77;0,176
-6,769;0,466;0,315
-5,263;0,859;0,000359
-7,772;0,699;0,0914
-10,193;0,699;0,0228
-8,898;0,51;0,13
-8,451;0,576;0,867
-7,412;0,46;0,321
-9,973;0,444;0,0578
-9,879;0,53;0,0144
-6,98;0,602;0,349
-10,769;0,269;0,914
-14,739;0,365;0,886
-6,242;0,515;0,0176
-6,831;0,667;0,000984
-6,971;0,858;0,102
-2,733;0,984;6,3e-5
-11,464;0,386;0,208
-7,271;0,583;0,272
-5,193;0,739;5,8e-6
-8,288;0,548;0,0812
-5,17;0,802;0,101
-9,387;0,775;0,0435
-6,887;0,76;0,00629
-5,912;0,817;8,49e-5
-3,027;0,954;0,000536
-3,46;0,988;1,52e-5
-5,166;0,932;0,0105
-13,782;0,493;0,0882
-7,548;0,795;0,103
-5,752;0,852;0,0418
-4,696;0,828;0,0136
-14,141;0,551;0,171
-8,201;0,808;0,805
-8,124;0,818;0,135
-8,564;0,402;0,536
-5,365;0,836;0,217
-6,289;0,939;0,00173
-8,571;0,405;0,612
-9,383;0,595;0,0895
-3,015;0,71;0,19
-11,189;0,543;0,404
-7,5;0,56;0,243
-6,574;0,503;0,661
-7,014;0,841;0,167
-11,476;0,419;0,787
-6,315;0,801;0,592
-13,444;0,234;0,963
-5,298;0,83;0,000307
-3,247;0,952;0,00136
-11,77;0,695;0,000909
-6,974;0,89;0,622
-4,288;0,794;0,00051
-9,269;0,512;0,0413
-11,272;0,268;0,926
-3,902;0,976;1,59e-5
-2,855;0,946;0,00781
-12,503;0,293;0,486
-7,836;0,567;0,828
-6,123;0,863;0,00495
-6,625;0,718;0,0094
-5,287;0,669;0,185
-7,866;0,823;0,00624
-5,696;0,754;0,0309
-5,59;0,864;0,000119
-11,253;0,416;0,708
-13,389;0,381;0,88
-5,824;0,734;0,00651
-13,091;0,623;0,128
-1,163;0,963;1,35e-6
-8,628;0,523;0,205
-4,47;0,833;0,303
-8,021;0,662;0,427
-5,709;0,786;0,535
-7,597;0,839;0,116
-8,305;0,88;0,000127
-6,999;0,798;0,141
-6,165;0,677;0,00192
-8,192;0,692;0,00742
-6,395;0,565;0,00209
-10,668;0,436;0,17
-9,415;0,669;0,232
-14,582;0,569;0,0211
-7,079;0,672;0,269
-9,376;0,268;0,94
-8,24;0,777;0,00494
-5,151;0,893;0,0827
-2,514;0,963;1,72e-5
-15,711;0,222;0,859
-2,651;0,945;0,00131
-5,879;0,862;0,00979
-3,608;0,947;0,00277
-9,569;0,52;0,775
-4,963;0,507;0,0056
-5,497;0,695;0,766
-4,3;0,909;0,000224
-6,587;0,94;0,0059
-9,485;0,574;0,0564
-5,304;0,958;0,00397
-11,23;0,604;0,296
-4,116;0,801;3,42e-6
-10,832;0,681;0,126
-12,437;0,76;0,103
-5,328;0,848;0,00114
-4,4;0,951;0,0189
-6,664;0,993;0,00134
-2,364;0,994;0,00191
-3,642;0,984;0,00258
-7,952;0,543;0,0304
-6,066;0,712;0,0271
-5,513;0,873;0,00436
-9,478;0,692;0,235
-4,564;0,932;3,42e-5
-6,544;0,725;0,221
-5,4;0,914;0,0305
-13,394;0,247;0,835
-3,278;0,978;0,000163
-12,845;0,116;0,967
-12,59;0,481;0,475
-3,141;0,942;0,0972
-8,071;0,597;0,681
-4,767;0,852;0,329
-9,49;0,709;0,0375
-12,339;0,43;0,953
-9,121;0,691;0,528
-7,404;0,909;9,07e-5
-10,949;0,527;0,128
-8,182;0,673;0,000183
-12,217;0,586;0,000358
-9,518;0,699;0,0424
-5,176;0,69;0,0292
-10,394;0,349;0,577
-13,661;0,414;0,603
-12,006;0,308;0,414
-7,991;0,71;0,136
-3,642;0,927;0,000272
-9,665;0,529;0,165
-6,175;0,989;2,24e-6
-3,374;0,942;9,87e-5
-9,338;0,595;0,141
-7,839;0,915;0,0132
-4,906;0,784;0,000314
-10,533;0,572;0,125
-9,414;0,703;0,00388
-8,654;0,909;0,0502
-2,894;0,932;0,00115
-5,193;0,972;3,95e-6
-6,208;0,58;0,357
-4,581;0,919;4,03e-5
-9,432;0,702;0,13
-7,537;0,826;2,16e-5
-10,469;0,764;0,0211
-10,178;0,404;0,216
-5,994;0,756;0,0965
-7,342;0,632;0,119
-9,105;0,605;0,084
-7,679;0,539;0,0612
-8,931;0,638;0,06
-7,069;0,799;0,0861
-7,905;0,56;0,325
-5,971;0,639;0,0611
-8,258;0,845;0,549
-2,471;0,92;4,11e-5
-6,422;0,821;0,00918
-5,826;0,689;0,255
-4,507;0,98;0,000242
-10,534;0,781;0,629
-6,282;0,911;0,482
-5,733;0,843;0,0074
-15,192;0,459;0,614
-4,243;0,908;0,0485
-7,917;0,598;0,00232
-4,733;0,692;0,0326
-9,131;0,632;0,0169
-5,716;0,438;0,605
-9,142;0,543;0,0798
-3,374;0,942;9,87e-5
-4,212;0,813;8,07e-5
-5,236;0,857;0,00547
-3,826;0,939;0,0417
-9,655;0,729;0,0611
-7,619;0,611;0,527
-5,926;0,8;0,000195
-4,296;0,825;0,00173
-4,332;0,951;0,00123
-7,7;0,607;0,0112
-11,12;0,513;0,512
-3,832;0,94;0,475
-10,096;0,376;0,825
-10,966;0,209;0,893
-9,022;0,309;0,886
-5,419;0,895;0,0266
-3,795;0,895;0,0329
-4,479;0,73;0,624
-5,047;0,749;0,000466
-5,253;0,8;2,2e-5
-13,043;0,207;0,906
-5,436;0,577;0,708
-11,458;0,706;0,549
-8,66;0,762;0,367
-10,748;0,633;0,353
-6,724;0,901;0,00102
-11,035;0,505;0,61
-5,587;0,907;2,62e-5
-5,707;0,667;1,12e-5
-7,566;0,635;0,017
-5,998;0,754;0,0994
-5,959;0,697;0,000128
-9,087;0,574;0,324
-5,248;0,938;2,98e-6
-12,162;0,468;0,881
-9,291;0,395;0,679
-5,861;0,916;0,0368
-7,04;0,756;0,00229
-5,101;0,891;0,00229
-6,312;0,709;1,82e-5
-4,39;0,92;0,031
-14,734;0,479;0,0627
-5,012;0,948;0,000397
-12,755;0,434;0,86
-5,351;0,83;0,00198
-7,6;0,324;0,345
-7,987;0,515;0,135
-4,978;0,971;0,00715
-9,339;0,454;0,0746
-8,095;0,477;0,831
-10,408;0,568;0,483
-6,488;0,895;0,0221
-14,173;0,615;0,00369
-3,907;0,86;0,000679
-5,756;0,946;0,0235
-7,039;0,882;0,0462
-3,152;0,983;0,000816
-13,741;0,549;0,501
-8,981;0,398;0,00151
-5,193;0,744;0,00225
-6,122;0,518;0,68
-6,276;0,675;0,189
-6,627;0,553;0,406
-8,52;0,915;0,00105
-9,526;0,553;0,044
-7,383;0,673;0,241
-5,774;0,961;0,246
-6,475;0,902;0,000267
-10,433;0,459;0,189
-9,965;0,462;0,112
-5,043;0,931;0,00966
-7,627;0,645;0,588
-9,263;0,636;4,17e-6
-4,817;0,77;0,422
-4,671;0,947;0,000652
-6,47;0,762;0,462
-9,655;0,587;0,0529
-3,435;0,906;0,00931
-4,95;0,669;0,0802
-6,257;0,697;0,000109
-3,668;0,974;0,0289
-7,726;0,943;0,00547
-5,387;0,924;0,00123
-5,95;0,832;7,05e-5
-6,52;0,912;0,326
-11,535;0,818;0,0686
-5,33;0,958;0,000741
-3,835;0,778;0,266
-4,019;0,81;0,00805
-7,304;0,55;0,315
-6,258;0,764;0,000316
-9,732;0,666;0,101
-8,409;0,428;0,101
-6,598;0,761;0,0705
-3,642;0,952;6,51e-5
-5,632;0,459;0,468
-5,846;0,824;0,00016
-7,471;0,455;0,0199
-4,437;0,606;0,0042
-4,391;0,88;0,00061
-8,058;0,678;0,167
-13,12;0,689;0,401
-6,094;0,8;0,0017
-4,208;0,978;0,000519
-2,974;0,987;1,67e-5
-4,428;0,949;0,000191
-7,429;0,545;0,0994
-5,218;0,804;0,0148
-9,26;0,419;0,00413
-7,859;0,419;0,76
-3,711;0,741;0,000423
-11,763;0,303;0,848
-8,776;0,678;0,0125
-5,181;0,959;0,000156
-5,773;0,765;0,0165
-5,868;0,577;0,00449
-6,402;0,633;0,0921
-6,071;0,54;0,348
-5,356;0,753;0,131
-12,869;0,533;0,00347
-5,357;0,988;1,05e-5
-10,09;0,337;0,678
-11,249;0,49;0,642
-10,804;0,369;0,732
-10,736;0,363;0,694
-7,308;0,517;0,306
-10,022;0,729;0,0974
-8,479;0,438;0,654
-7,92;0,864;5,29e-5
-6,267;0,9;0,0447
-4,902;0,676;0,0618
-4,03;0,651;0,0977
-11,903;0,811;0,000111
-6,912;0,941;0,136
-3,88;0,902;0,577
-11,455;0,413;0,525
-7,787;0,418;0,299
-8,391;0,934;5,06e-6
-12,37;0,372;0,00105
-4,236;0,948;0,00226
-6,269;0,696;1,89e-5
-6,397;0,817;0,399
-8,373;0,662;0,102
-4,937;0,842;0,0827
-5,166;0,922;0,00118
-12,307;0,717;0,00587
-8,992;0,724;0,143
-6,875;0,484;0,374
-3,717;0,967;0,00642
-4,633;0,896;0,00037
-2,901;0,99;0,000189
-6,813;0,757;0,289
-5,909;0,795;0,0134
-10,528;0,496;0,581
-14,561;0,449;0,375
-7,39;0,554;0,029
-6,825;0,791;0,611
-5,447;0,641;0,768
-12,774;0,214;0,929
-9,224;0,32;0,795
-2,924;0,948;0,000173
-10,427;0,625;0,103
-3,865;0,923;0,0383
-9,949;0,676;0,2
-11,053;0,67;0,767
-3,026;0,982;0,000237
-6,976;0,614;0,0309
-5,238;0,439;0,0781
-3,709;0,89;0,00127
-8,662;0,76;0,257
-5,682;0,968;1,02e-5
-2,236;0,994;2,05e-5
-3,68;0,679;0,00394
-4,054;0,946;0,000147
-4,402;0,806;0,0664
-8,404;0,563;0,0388
-6,874;0,933;0,0742
-8,184;0,558;0,604
-5,277;0,583;0,196
-3,081;0,856;0,000385
-7,62;0,525;0,071
-6,89;0,911;0,000151
-3,47;0,851;0,00881
-7,714;0,848;0,00421
-6,575;0,828;0,000347
-11,471;0,969;0,259
-5,319;0,737;3,78e-5
-5,876;0,817;0,000255
-6,104;0,79;0,00518
-5,633;0,812;6,23e-5
-9,331;0,41;0,509
-6,424;0,845;1,16e-5
-5,356;0,886;0,0377
-2,766;0,925;0,00164
-3,914;0,838;0,0249
-7,945;0,818;4,08e-5
-3,835;0,897;0,00161
-4,92;1,0;0,016
-7,759;0,83;0,0018
-6,272;0,787;0,389
-4,46;0,903;0,000187
-7,926;0,595;0,279
-8,165;0,79;0,00902
-10,495;0,733;0,0205
-8,158;0,763;0,0045
-5,246;0,805;0,00879
-5,487;0,938;0,00125
-6,324;0,808;0,0407
-6,908;0,678;0,0814
-10,88;0,393;0,6
-7,594;0,732;0,00834
-4,025;0,765;0,00381
-9,686;0,702;0,00746
-3,141;0,947;4,72e-5
-3,433;0,924;0,000356
-6,686;0,388;0,341
-6,991;0,507;0,229
-5,497;0,838;0,0685
-3,382;0,961;0,000177
-5,443;0,916;0,00982
-4,946;0,952;3,23e-5
-4,635;0,859;0,00519
-13,348;0,322;0,181
-8,545;0,358;0,309
-4,066;0,899;4,84e-5
-3,641;0,801;8,2e-6
-4,168;0,904;0,00341
-4,176;0,91;0,00169
-5,99;0,562;0,245
-7,452;0,762;0,0018
-7,059;0,905;0,309
-2,448;0,984;0,000209
-6,606;0,496;0,626
-8,51;0,726;0,146
-6,757;0,823;0,0321
-10,734;0,26;0,914
-4,065;0,81;0,00392
-9,214;0,302;0,629
-6,07;0,639;0,125
-5,617;0,727;0,000151
-6,649;0,299;0,853
-6,086;0,8;0,0225
-3,171;0,9;0,59
-2,774;0,955;0,00191
-10,797;0,391;0,842
-9,138;0,932;0,000138
-9,376;0,41;0,183
-6,623;0,762;0,199
-12,75;0,412;0,188
-6,337;0,872;0,0702
-5,297;0,745;0,000607
-7,772;0,679;0,0198
-10,542;0,371;0,349
-3,116;0,938;0,000116
-3,991;0,886;9,2e-5
-5,237;0,763;0,0175
-9,147;0,63;0,0905
-3,812;0,87;0,0604
-8,699;0,522;0,582
-7,193;0,719;0,00274
-4,162;0,512;0,0017
-5,839;0,395;0,521
-12,613;0,258;0,908
-10,572;0,463;0,56
-2,215;0,949;0,000189
-8,967;0,849;0,00107
